"id","residentId","alphaChore","betaChore","preference"
1270,"U0A08LXH1CZ","Unload Dishwasher (U)","Check/Rebalance Hot Tub (All)","0.86721313"
1272,"U0A08LXH1CZ","Unload Dishwasher (U)","Clean Countertop (U)","0.8138462"
1258,"U0A08LXH1CZ","Unload Dishwasher (U)","Clean Stove (U)","0.72965515"
1261,"U0A08LXH1CZ","Unload Dishwasher (U)","Collect And Recycle Plastic Bags At Grocery Store (All)","0.9362832"
1256,"U0A08LXH1CZ","Unload Dishwasher (U)","Cut Out Dead Growth From Indoor Plants/Hang Vines (U)","0.7860327"
1277,"U0A08LXH1CZ","Unload Dishwasher (U)","Empty Bonoloomy (U)","0.9362832"
2267,"U0A08LXH1CZ","Unload Dishwasher (U)","Megan's Chore App Management (U)","0.43900415"
2360,"U0A08LXH1CZ","Unload Dishwasher (U)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.98327136"
2361,"U0A08LXH1CZ","Unload Dishwasher (U)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.98327136"
2362,"U0A08LXH1CZ","Unload Dishwasher (U)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.98327136"
2363,"U0A08LXH1CZ","Unload Dishwasher (U)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.98327136"
2364,"U0A08LXH1CZ","Unload Dishwasher (U)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.98327136"
2365,"U0A08LXH1CZ","Unload Dishwasher (U)","Pay Rent By 28Th Of Month (Andrew)","0.98327136"
2366,"U0A08LXH1CZ","Unload Dishwasher (U)","Pay Rent By 28Th Of Month (Beacon)","0.98327136"
2367,"U0A08LXH1CZ","Unload Dishwasher (U)","Pay Rent By 28Th Of Month (Bill)","0.98327136"
2368,"U0A08LXH1CZ","Unload Dishwasher (U)","Pay Rent By 28Th Of Month (Megan)","0.98327136"
2369,"U0A08LXH1CZ","Unload Dishwasher (U)","Pay Rent By 28Th Of Month (Savannah)","0.98327136"
2357,"U0A08LXH1CZ","Unload Dishwasher (U)","Put Out Trash Bins On Curb (All)","0.9706422"
1267,"U0A08LXH1CZ","Unload Dishwasher (U)","Refill Ballroom Fountain (All)","0.9362832"
1254,"U0A08LXH1CZ","Unload Dishwasher (U)","Refill Small Living Room Fountain (U)","0.9706422"
1266,"U0A08LXH1CZ","Unload Dishwasher (U)","Run Bonozoomy (U)","0.9706422"
1269,"U0A08LXH1CZ","Unload Dishwasher (U)","Spread Compost On Fruit Trees (All)","0.9362832"
2351,"U0A08LXH1CZ","Unload Dishwasher (U)","Take Out The Trash (U)","0.8920742"
1257,"U0A08LXH1CZ","Unload Dishwasher (U)","Wash Hand Towels In Kitchen And Bathrooms (U)","0.9706422"
1271,"U0A08LXH1CZ","Unload Dishwasher (U)","Water Air Plants (U)","0.5"
1276,"U0A08LXH1CZ","Unload Dishwasher (U)","Water Indoor Plants (U)","0.40289414"
1278,"U0A08LXH1CZ","Unload Dishwasher (U)","Water Outdoor Plants (All)","0.40289414"
2319,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Beacon's Chore App Management (U)","0.023121387"
2292,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Megan's Chore App Management (U)","0.023121387"
2625,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.64"
2634,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.64"
2642,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.64"
2649,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.64"
2655,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.64"
2660,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Pay Rent By 28Th Of Month (Andrew)","0.64"
2664,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Pay Rent By 28Th Of Month (Beacon)","0.64"
2667,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Pay Rent By 28Th Of Month (Bill)","0.64"
2669,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Pay Rent By 28Th Of Month (Megan)","0.64"
2670,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Pay Rent By 28Th Of Month (Savannah)","0.64"
2592,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Put Out Trash Bins On Curb (All)","0.5"
2499,"U0A08LXH1CZ","Wash Hand Towels In Kitchen And Bathrooms (U)","Take Out The Trash (U)","0.2"
2295,"U0A08LXH1CZ","Water Air Plants (U)","Beacon's Chore App Management (U)","0.43900415"
1536,"U0A08LXH1CZ","Water Air Plants (U)","Clean Countertop (U)","0.8138462"
1537,"U0A08LXH1CZ","Water Air Plants (U)","Clean Stove (U)","0.72965515"
1554,"U0A08LXH1CZ","Water Air Plants (U)","Collect And Recycle Plastic Bags At Grocery Store (All)","0.9362832"
1551,"U0A08LXH1CZ","Water Air Plants (U)","Cut Out Dead Growth From Indoor Plants/Hang Vines (U)","0.7860327"
2268,"U0A08LXH1CZ","Water Air Plants (U)","Megan's Chore App Management (U)","0.43900415"
2384,"U0A08LXH1CZ","Water Air Plants (U)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.98327136"
2385,"U0A08LXH1CZ","Water Air Plants (U)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.98327136"
2386,"U0A08LXH1CZ","Water Air Plants (U)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.98327136"
2387,"U0A08LXH1CZ","Water Air Plants (U)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.98327136"
2388,"U0A08LXH1CZ","Water Air Plants (U)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.98327136"
2389,"U0A08LXH1CZ","Water Air Plants (U)","Pay Rent By 28Th Of Month (Andrew)","0.98327136"
2390,"U0A08LXH1CZ","Water Air Plants (U)","Pay Rent By 28Th Of Month (Beacon)","0.98327136"
2391,"U0A08LXH1CZ","Water Air Plants (U)","Pay Rent By 28Th Of Month (Bill)","0.98327136"
2392,"U0A08LXH1CZ","Water Air Plants (U)","Pay Rent By 28Th Of Month (Megan)","0.98327136"
2393,"U0A08LXH1CZ","Water Air Plants (U)","Pay Rent By 28Th Of Month (Savannah)","0.98327136"
2381,"U0A08LXH1CZ","Water Air Plants (U)","Put Out Trash Bins On Curb (All)","0.9706422"
1534,"U0A08LXH1CZ","Water Air Plants (U)","Refill Ballroom Fountain (All)","0.9362832"
1549,"U0A08LXH1CZ","Water Air Plants (U)","Refill Small Living Room Fountain (U)","0.9706422"
1533,"U0A08LXH1CZ","Water Air Plants (U)","Run Bonozoomy (U)","0.9706422"
2375,"U0A08LXH1CZ","Water Air Plants (U)","Take Out The Trash (U)","0.8920742"
1535,"U0A08LXH1CZ","Water Air Plants (U)","Wash Hand Towels In Kitchen And Bathrooms (U)","0.9706422"
1541,"U0A08LXH1CZ","Water Air Plants (U)","Water Indoor Plants (U)","0.40289414"
2237,"U0A08LXH1CZ","Water Indoor Plants (U)","Beacon's Chore App Management (U)","0.5369863"
1775,"U0A08LXH1CZ","Water Indoor Plants (U)","Cut Out Dead Growth From Indoor Plants/Hang Vines (U)","0.8448276"
2236,"U0A08LXH1CZ","Water Indoor Plants (U)","Megan's Chore App Management (U)","0.5369863"
2254,"U0A08LXH1CZ","Water Indoor Plants (U)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.9886507"
2255,"U0A08LXH1CZ","Water Indoor Plants (U)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.9886507"
2256,"U0A08LXH1CZ","Water Indoor Plants (U)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.9886507"
2257,"U0A08LXH1CZ","Water Indoor Plants (U)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.9886507"
2258,"U0A08LXH1CZ","Water Indoor Plants (U)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.9886507"
2259,"U0A08LXH1CZ","Water Indoor Plants (U)","Pay Rent By 28Th Of Month (Andrew)","0.9886507"
2260,"U0A08LXH1CZ","Water Indoor Plants (U)","Pay Rent By 28Th Of Month (Beacon)","0.9886507"
2261,"U0A08LXH1CZ","Water Indoor Plants (U)","Pay Rent By 28Th Of Month (Bill)","0.9886507"
2262,"U0A08LXH1CZ","Water Indoor Plants (U)","Pay Rent By 28Th Of Month (Megan)","0.9886507"
2263,"U0A08LXH1CZ","Water Indoor Plants (U)","Pay Rent By 28Th Of Month (Savannah)","0.9886507"
2251,"U0A08LXH1CZ","Water Indoor Plants (U)","Put Out Trash Bins On Curb (All)","0.98"
1776,"U0A08LXH1CZ","Water Indoor Plants (U)","Refill Ballroom Fountain (All)","0.95609754"
1779,"U0A08LXH1CZ","Water Indoor Plants (U)","Refill Small Living Room Fountain (U)","0.98"
1778,"U0A08LXH1CZ","Water Indoor Plants (U)","Run Bonozoomy (U)","0.98"
2245,"U0A08LXH1CZ","Water Indoor Plants (U)","Take Out The Trash (U)","0.9245283"
1774,"U0A08LXH1CZ","Water Indoor Plants (U)","Wash Hand Towels In Kitchen And Bathrooms (U)","0.98"
2208,"U0A08LXH1CZ","Water Outdoor Plants (All)","Beacon's Chore App Management (U)","0.5369863"
1356,"U0A08LXH1CZ","Water Outdoor Plants (All)","Bring Trash Bins In From Curb (All)","0.98"
1358,"U0A08LXH1CZ","Water Outdoor Plants (All)","Check/Rebalance Hot Tub (All)","0.90635836"
1360,"U0A08LXH1CZ","Water Outdoor Plants (All)","Clean Countertop (U)","0.8662983"
1361,"U0A08LXH1CZ","Water Outdoor Plants (All)","Clean Stove (U)","0.8"
1367,"U0A08LXH1CZ","Water Outdoor Plants (All)","Collect And Recycle Plastic Bags At Grocery Store (All)","0.95609754"
1373,"U0A08LXH1CZ","Water Outdoor Plants (All)","Cut Out Dead Growth From Indoor Plants/Hang Vines (U)","0.8448276"
2207,"U0A08LXH1CZ","Water Outdoor Plants (All)","Megan's Chore App Management (U)","0.5369863"
2225,"U0A08LXH1CZ","Water Outdoor Plants (All)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.9886507"
2226,"U0A08LXH1CZ","Water Outdoor Plants (All)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.9886507"
2227,"U0A08LXH1CZ","Water Outdoor Plants (All)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.9886507"
2228,"U0A08LXH1CZ","Water Outdoor Plants (All)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.9886507"
2229,"U0A08LXH1CZ","Water Outdoor Plants (All)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.9886507"
2230,"U0A08LXH1CZ","Water Outdoor Plants (All)","Pay Rent By 28Th Of Month (Andrew)","0.9886507"
2231,"U0A08LXH1CZ","Water Outdoor Plants (All)","Pay Rent By 28Th Of Month (Beacon)","0.9886507"
2232,"U0A08LXH1CZ","Water Outdoor Plants (All)","Pay Rent By 28Th Of Month (Bill)","0.9886507"
2233,"U0A08LXH1CZ","Water Outdoor Plants (All)","Pay Rent By 28Th Of Month (Megan)","0.9886507"
2234,"U0A08LXH1CZ","Water Outdoor Plants (All)","Pay Rent By 28Th Of Month (Savannah)","0.9886507"
2222,"U0A08LXH1CZ","Water Outdoor Plants (All)","Put Out Trash Bins On Curb (All)","0.98"
1372,"U0A08LXH1CZ","Water Outdoor Plants (All)","Refill Ballroom Fountain (All)","0.95609754"
1368,"U0A08LXH1CZ","Water Outdoor Plants (All)","Refill Small Living Room Fountain (U)","0.98"
1370,"U0A08LXH1CZ","Water Outdoor Plants (All)","Run Bonozoomy (U)","0.98"
1357,"U0A08LXH1CZ","Water Outdoor Plants (All)","Spread Compost On Fruit Trees (All)","0.95609754"
2216,"U0A08LXH1CZ","Water Outdoor Plants (All)","Take Out The Trash (U)","0.9245283"
1374,"U0A08LXH1CZ","Water Outdoor Plants (All)","Wash Hand Towels In Kitchen And Bathrooms (U)","0.98"
1359,"U0A08LXH1CZ","Water Outdoor Plants (All)","Water Air Plants (U)","0.59710586"
1369,"U0A08LXH1CZ","Water Outdoor Plants (All)","Water Indoor Plants (U)","0.5"
